pond cross id treatment sex sl region size resid type
7 1 16 P F 48.32 olf_size 5.94060344399929 -25.2285228849786 garden
7 1 19 P M 43.08 olf_size 4.01752094630921 -27.4223977627977 garden
7 1 20 P F 51.79 olf_size 8.52017777611811 -6.50847569724336 garden
7 1 21 P F 45.46 olf_size 4.62359547750773 0.845264520113573 garden
7 1 22 P M 44.84 olf_size 5.29450230069259 -3.05262609748832 garden
7 1 23 P M 51.54 olf_size 7.30100077470332 7.62491667189773 garden
7 1 24 P F 46.85 olf_size 3.97528427685613 -3.67673726544136 garden
7 1 26 P M 50.18 olf_size 5.26766612450518 6.74297621469991 garden
7 1 27 P M 47.3 olf_size 7.80019592464047 6.58044954741167 garden
7 1 28 P F 54.74 olf_size 5.59787692695508 -32.4815257413648 garden
7 1 3 P F 53.7 olf_size 4.83852533662974 -8.7663472327782 garden
7 1 30 P M 46.72 olf_size 2.98441175317049 -2.70875694382124 garden
7 1 31 P F 62.27 olf_size 10.9050354372048 -7.52869673951084 garden
7 1 4 P F 55.1 olf_size 7.67116384898199 -7.30586185997204 garden
7 1 5 P F 56.6 olf_size 7.21819704045687 -4.290882447859 garden
7 1 7 P F 49.5 olf_size 6.97283254578189 22.9143723494005 garden
7 1 8 P F 47.2 olf_size 8.72764173850837 12.0244696326024 garden
7 1 9 P F 49.52 olf_size 10.6470025951859 16.2974434439434 garden
7 2 1 P F 64.1 olf_size 10.6047500570073 -18.7479270428493 garden
7 2 10 P M 58.32 olf_size 7.01274997939133 -7.13432262786282 garden
7 2 2 P M 60.97 olf_size 9.59876763755725 7.77515128607894 garden
7 2 7 P F 57.62 olf_size 5.12283838045637 -17.1723592820442 garden
7 2 8 P F 55.04 olf_size 5.37911221276947 -8.13362479103542 garden
7 2 9 P F 58.44 olf_size 7.51383852352704 -8.49282272788948 garden
7 3 3 P F 61.48 olf_size 12.0468458695701 -24.1833772489815 garden
8 1 1 NP F 71.4 olf_size 8.12824597847383 7.36995271960922 garden
8 1 11 NP F 65.8 olf_size 10.6362158006983 -32.7642680202559 garden
8 1 12 NP F 64.78 olf_size 10.6337930868061 -7.45028933714043 garden
8 1 13 NP M 59 olf_size 8.80689349693458 -3.57259699610038 garden
8 1 14 NP M 55.92 olf_size 4.80444279931032 -19.8245150581697 garden
8 1 16 NP F 54.58 olf_size 9.60827234392421 -7.15170256850845 garden
8 1 2 NP F 60.69 olf_size 9.0123467549937 25.2339586706304 garden
8 1 3 NP M 60.1 olf_size 8.77171200893158 -15.6360480168713 garden
8 1 4 NP M 49.16 olf_size 4.89365530360602 -20.9130709587138 garden
8 1 5 NP F 51.25 olf_size 5.94067937361284 11.0783223269444 garden
8 1 7 NP F 59.26 olf_size 6.42204836675871 -12.5770461927937 garden
8 1 8 NP M 61.61 olf_size 14.0746076584739 -4.59661613196768 garden
8 1 9 NP F 67.75 olf_size 11.4683904399559 -4.75055624216882 garden
8 2 1 NP F 54.76 olf_size 6.14493083195798 -32.6055317550708 garden
8 2 10 NP M 56.9 olf_size 4.81805702904215 -22.5707302481583 garden
8 2 11 NP M 58.85 olf_size 7.14650523173957 -31.3275464736998 garden
8 2 2 NP F 65.91 olf_size 6.1768210603351 -27.475827919127 garden
8 2 3 NP F 55.23 olf_size 3.44446536429212 -15.2118773364558 garden
8 2 4 NP F 60.52 olf_size 7.02925475375556 1.25779200175802 garden
8 2 5 NP M 54.62 olf_size 8.38478633702988 -17.3022231586813 garden
8 2 6 NP M 56 olf_size 5.9194823818465 26.4896923637434 garden
8 2 8 NP M 56.16 olf_size 9.85712457007494 -1.03336450793701 garden
8 2 9 NP F 57.81 olf_size 8.62077064038293 -15.5249740339758 garden
9 1 1 NP F 51.2 olf_size 4.15432761492037 -17.9067784520448 garden
9 1 10 NP M 50.61 olf_size 6.68133854279079 -7.7847787211069 garden
9 1 11 NP F 55.6 olf_size 4.99397426520503 7.85628896523204 garden
9 1 12 NP F 53.4 olf_size 4.51934425334397 8.25330882623531 garden
9 1 13 NP M 49.54 olf_size 4.27352866704767 5.19941175155904 garden
9 1 15 NP F 64.86 olf_size 7.92113641118647 3.47945092632399 garden
9 1 16 NP M 49.8 olf_size 5.00758005584247 -18.4231084432517 garden
9 1 3 NP M 56.38 olf_size 3.93715395078793 -14.84500968332 garden
9 1 4 NP F 62.56 olf_size 9.1594736790604 0.254390133910818 garden
9 1 6 NP F 54.85 olf_size 6.36040926125126 -0.467920667282621 garden
9 1 7 NP M 56.7 olf_size 7.66631041203852 15.8293980766727 garden
9 1 8 NP F 53.54 olf_size 9.32942809552975 24.3486837736144 garden
9 1 9 NP M 50.63 olf_size 6.47794906411024 -0.871150834995693 garden
9 2 10 NP M 58.86 olf_size 10.4854966596191 5.34358432278191 garden
9 2 13 NP M 69.35 olf_size 6.56399708702127 -24.0785294727511 garden
9 2 14 NP M 71.19 olf_size 8.9505678956593 -18.4636443507675 garden
9 2 15 NP F 64.5 olf_size 9.60730508781679 -18.5768076212962 garden
9 2 16 NP F 68.6 olf_size 7.6040504850889 -22.7298670933343 garden
9 2 17 NP F 52.1 olf_size 6.44495143277487 -20.2136544144774 garden
9 2 18 NP F 70.64 olf_size 6.62270188303593 -12.7597553509374 garden
9 2 19 NP M 59.85 olf_size 4.5036478947777 -6.34568793105943 garden
9 2 2 NP F 62.09 olf_size 8.50047885968275 -10.6652323885148 garden
9 2 20 NP M 58.73 olf_size 8.41029677002603 9.22053320067012 garden
9 2 21 NP M 58.63 olf_size 6.87536200676649 4.51453128263726 garden
9 2 3 NP F 60.41 olf_size 6.86898649933086 -16.8996330872835 garden
9 2 4 NP M 57.55 olf_size 8.19054036356923 -4.66013851452498 garden
9 2 6 NP M 53.5 olf_size 6.30831400203697 -17.5752077361215 garden
9 2 7 NP F 61.96 olf_size 11.3833377239792 26.5149497210827 garden
9 2 8 NP F 61.64 olf_size 9.81537566693913 52.5950796088184 garden
9 2 9 NP M 58.27 olf_size 9.80057732859339 5.10575188311958 garden
10 1 2 P F 63.3 tele_size 88.0515633283564 -2.28878650660359 garden
10 1 3 P F 59.4 tele_size 82.5836155967581 -3.47759461420642 garden
10 1 4 P M 57.5 tele_size 112.756902705831 2.36165032678908 garden
10 1 5 P F 57.5 tele_size 97.2199454516403 2.67575990750606 garden
10 1 6 P F 61.8 tele_size 56.666227890461 -0.10148595431515 garden
10 2 1 P M 57.6 tele_size 100.951102800489 -2.40867440306029 garden
11 1 1 P M 55.9 tele_size 71.6254799866076 1.05086455481758 garden
11 1 10 P M 60.5 tele_size 100.583414783246 -3.28485736578798 garden
11 1 11 P M 56.4 tele_size 82.5013541168446 2.58749490497196 garden
11 1 13 P F 60.1 tele_size 60.7933254203727 0.543084176876528 garden
11 1 14 P F 49.5 tele_size 41.2913376975211 0.335280078651077 garden
11 1 15 P F 48.2 tele_size 48.0167640317363 -1.41625887157398 garden
11 1 17 P F 61.9 tele_size 60.7917867204078 -1.57585069449284 garden
11 1 18 P M 51.5 tele_size 86.5085870596196 1.83574154935139 garden
11 1 19 P M 47.1 tele_size 75.8709376947221 0.957369182534769 garden
11 1 2 P M 51.9 tele_size 51.3330272882862 2.07766079909207 garden
11 1 20 P M 50.3 tele_size 72.3675834557633 -0.793962989159979 garden
11 1 22 P F 49 tele_size 85.7901517445568 4.51591795389756 garden
11 1 3 P F 58.7 tele_size 102.708170370037 1.88519825284737 garden
11 1 4 P M 58.8 tele_size 92.5336466270948 5.78425318425636 garden
11 1 6 P F 57.1 tele_size 71.3968823011818 0.310109012594005 garden
11 1 8 P F 51.6 tele_size 52.0073210361417 -1.14675110702955 garden
11 1 9 P F 70.9 tele_size 68.6245185570956 0.25540650905133 garden
12 1 1 P F 54.5 tele_size 51.9951029293997 -2.10512639958391 garden
12 1 2 P M 56.7 tele_size 70.7381790001929 1.34272400707118 garden
12 1 3 P F 56.7 tele_size 49.8736050648733 -1.38509023745955 garden
12 1 4 P F 62.1 tele_size 64.442809289078 0.826477800435988 garden
12 1 5 P NA 62.1 tele_size 62.7330738738845 3.77600932629333 garden
12 1 6 P F 57.1 tele_size 59.4874824070247 2.24581995885666 garden
12 1 9 P F 61.3 tele_size 71.5104890223963 0.80804577854106 garden
12 2 1 P M 50.9 tele_size 82.4617214886928 -1.14439679895068 garden
12 2 2 P F 59.6 tele_size 75.6500209803385 -4.83874118915187 garden
12 2 3 P M 61.2 tele_size 93.9748144719144 4.70636854451689 garden
13 1 1 P F 64.8 tele_size 68.8337391222244 -0.421592371197083 garden
13 1 2 P M 67.1 tele_size 117.683946511229 1.83406562586134 garden
13 1 3 P F 69.9 tele_size 66.1116386235323 -3.39910786920076 garden
13 1 4 P F 64.2 tele_size 80.5585083059409 -3.81558833985562 garden
13 1 5 P F 43.34 tele_size 42.3242343608625 -1.03940348865028 garden
13 1 6 P F 70.75 tele_size 89.247308269249 -4.17893739072611 garden
13 2 7 P M 56.66 tele_size 77.8210803383506 -1.77337900882264 garden
13 2 8 P M 62.35 tele_size 107.03645100998 -2.06908252611354 garden
13 2 9 P F 56.9 tele_size 71.723393300724 0.512291582628394 garden
5 1 1 NP M 48.8 tele_size 63.4004371716302 -2.35966769903117 garden
5 1 11 NP F 60.2 tele_size 61.751145198961 -0.232100989643587 garden
5 1 12 NP F 53 tele_size 70.8930925544447 -1.65427930817037 garden
5 1 13 NP F 46.7 tele_size 51.4872129338327 -0.50734427887693 garden
5 1 14 NP M 49 tele_size 87.3020815640429 -0.0137758673483631 garden
5 1 15 NP F 54.6 tele_size 68.2381942318245 3.19194405937981 garden
5 1 16 NP F 56.3 tele_size 45.441125362836 0.0699466143178676 garden
5 1 17 NP F 66.3 tele_size 66.0165366743087 0.093849072500769 garden
5 1 18 NP F 57.9 tele_size 54.3598869961503 -0.867987644560671 garden
5 1 19 NP M 56.1 tele_size 80.3578059420501 1.72552385509154 garden
5 1 2 NP F 48.6 tele_size 56.4707770376678 1.66358591630839 garden
5 1 2 NP F 48.6 tele_size 56.4707770376678 1.66358591630839 garden
5 1 20 NP F 65.3 tele_size 88.2359453740683 3.74496271878285 garden
5 1 22 NP F 48.9 tele_size 53.6232166855935 -2.45784330203448 garden
5 1 3 NP M 52 tele_size 71.585553584823 -0.0420918865519451 garden
5 1 3 NP M 52 tele_size 71.585553584823 -0.0420918865519451 garden
5 1 4 NP M 52.2 tele_size 82.2331349758865 0.986519521683307 garden
5 1 4 NP M 52.2 tele_size 82.2331349758865 0.986519521683307 garden
5 1 5 NP F 55.2 tele_size 68.2399070993403 -0.0892660503066941 garden
5 1 6 NP M 50.2 tele_size 96.9809652163169 4.84258248259685 garden
5 1 7 NP F 55.9 tele_size 83.6625612923483 -0.569116502030312 garden
5 1 8 NP M 49.7 tele_size 78.0486703152371 -1.74977150673497 garden
5 1 9 NP M 58 tele_size 83.2815287714252 0.920940193517288 garden
5 2 1 NP F 58.53 tele_size 65.1089667281486 1.85633446447847 garden
5 2 10 NP F 62.04 tele_size 68.1868699732555 -3.75195928024317 garden
5 2 11 NP F 59.98 tele_size 52.2621172852756 -0.119196235609221 garden
5 2 12 NP M 59.56 tele_size 113.902206374367 1.12224588381999 garden
5 2 13 NP F 54.77 tele_size 74.0776171599041 1.7690742329497 garden
5 2 14 NP F 59.14 tele_size 71.3497885179363 -1.31832947417685 garden
5 2 15 NP M 55.28 tele_size 80.1920977259922 1.24374653731404 garden
5 2 16 NP M 59.78 tele_size 99.0806405981892 3.94663742523902 garden
5 2 17 NP M 58.51 tele_size 91.2433093002444 2.30137929773464 garden
5 2 18 NP M 62.19 tele_size 78.5899496462363 3.57390024251434 garden
5 2 19 NP F 57.33 tele_size 69.8141609435773 0.537016033854765 garden
5 2 2 NP M 52.95 tele_size 71.5693851207545 0.861126850693623 garden
5 2 20 NP F 51.11 tele_size 78.2210430386755 3.31700864347111 garden
5 2 21 NP F 55.83 tele_size 63.0837217377383 4.81828405949506 garden
5 2 22 NP F 56.72 tele_size 77.7677690623636 4.27878674099281 garden
5 2 23 NP F 56.72 tele_size 82.6139680600524 2.38586119046984 garden
5 2 24 NP F 56.62 tele_size 67.7621140237015 0.313189007609015 garden
5 2 25 NP F 62.05 tele_size 80.2834232191562 0.385586166433082 garden
5 2 3 NP F 48.01 tele_size 63.0205032798042 2.96919043229205 garden
5 2 4 NP M 54.93 tele_size 72.6366680025086 1.11776341566244 garden
5 2 6 NP M 62.49 tele_size 81.3964310883547 3.66447963157234 garden
6 1 1 NP F 59.3 tele_size 70.4444069828118 9.03621469237566 garden
6 2 1 NP M 58 tele_size 91.9439804795186 6.33349444158984 garden
6 2 10 NP M 54.8 tele_size 62.9581314647175 0.12301811702355 garden
6 2 11 NP M 53.1 tele_size 74.0980106287648 5.31280888461384 garden
6 2 12 NP M 58.8 tele_size 80.107643964723 1.2920480179521 garden
6 2 13 NP F 57.4 tele_size 73.1991643855406 -1.25477492594031 garden
6 2 14 NP M 55.8 tele_size 81.4058574324335 5.90623789639186 garden
6 2 15 NP M 60.3 tele_size 55.7909618847976 -0.348977364980632 garden
6 2 15 NP M 60.3 tele_size 55.7909618847976 -0.348977364980632 garden
6 2 2 NP F 58.6 tele_size 68.6590539918286 5.91925275507455 garden
6 2 3 NP M 54 tele_size 110.552645479825 2.99361688472072 garden
6 2 7 NP F 60.1 tele_size 102.269170374002 2.87061046774555 garden
6 2 9 NP F 62.2 tele_size 113.914149619166 -0.882590945126683 garden
7 1 10 P M 50.4 tele_size 47.5318503218614 -2.48497864571642 garden
7 1 11 P M 53.66 tele_size 61.5251177259768 -3.30428517922776 garden
7 1 12 P F 54.35 tele_size 62.7784123201361 -0.0664282326862849 garden
7 1 13 P F 62.19 tele_size 53.9040011018367 1.95627460392812 garden
7 1 14 P F 64.59 tele_size 61.9468267222889 -1.40117649434621 garden
7 1 15 P F 48.38 tele_size 49.8618648455249 -1.11766831195618 garden
7 1 16 P F 48.32 tele_size 33.9459745195452 -1.09436241051428 garden
7 1 19 P M 43.08 tele_size 43.8580767654189 -2.22679920035563 garden
7 1 20 P F 51.79 tele_size 63.4095849814573 0.961635470032964 garden
7 1 21 P F 45.46 tele_size 53.1516426271417 -1.97983474256932 garden
7 1 22 P M 44.84 tele_size 71.1744958066258 -1.21537823639473 garden
7 1 23 P M 51.54 tele_size 78.393926386899 -0.219819885014994 garden
7 1 24 P F 46.85 tele_size 57.2012812357792 -2.83787829702049 garden
7 1 26 P M 50.18 tele_size 55.9682388804206 -2.04794877897759 garden
7 1 27 P M 47.3 tele_size 65.2214908125222 0.919134387303567 garden
7 1 28 P F 54.74 tele_size 40.8573326241065 -2.40578080625864 garden
7 1 3 P F 53.7 tele_size 56.6715083287872 -3.00821034769798 garden
7 1 30 P M 46.72 tele_size 55.6725345067364 -3.80913556459538 garden
7 1 31 P F 62.27 tele_size 83.8962976877489 1.76520171542225 garden
7 1 4 P F 55.1 tele_size 63.116859206814 -0.386813054999968 garden
7 1 5 P F 56.6 tele_size 66.3823060644731 -1.06610974172606 garden
7 1 7 P F 49.5 tele_size 62.7880232814497 -0.240179479583105 garden
7 1 8 P F 47.2 tele_size 62.1273863385039 1.8616688597182 garden
7 1 9 P F 49.52 tele_size 81.7683586183814 3.4309728381116 garden
7 2 1 P F 64.1 tele_size 66.9284335874808 1.18879388381949 garden
7 2 10 P M 58.32 tele_size 70.689140401003 -1.53108172979538 garden
7 2 2 P M 60.97 tele_size 80.5680085255375 0.655086476882156 garden
7 2 7 P F 57.62 tele_size 48.1192178767724 -3.31537271890322 garden
7 2 8 P F 55.04 tele_size 43.4446326470095 -2.66981149608445 garden
7 2 9 P F 58.44 tele_size 58.316690235597 -1.04809957591575 garden
7 3 3 P F 61.48 tele_size 63.4191432366556 3.02621255030667 garden
8 1 1 NP F 71.4 tele_size 77.50678938823 -2.38918226862535 garden
8 1 11 NP F 65.8 tele_size 58.6621609201088 0.963752432216047 garden
8 1 12 NP F 64.78 tele_size 66.5226418765442 1.1152340355005 garden
8 1 13 NP M 59 tele_size 71.1118978151447 0.160458909630092 garden
8 1 14 NP M 55.92 tele_size 63.820494613876 -3.37726110475484 garden
8 1 16 NP F 54.58 tele_size 55.7613104752587 1.62875646438526 garden
8 1 2 NP F 60.69 tele_size 81.010230930871 0.110913838249451 garden
8 1 3 NP M 60.1 tele_size 66.8143684978736 -0.0406978223869514 garden
8 1 4 NP M 49.16 tele_size 66.1006800439955 -2.26805528270009 garden
8 1 5 NP F 51.25 tele_size 70.531479174013 -1.53638417631996 garden
8 1 7 NP F 59.26 tele_size 53.3095240923151 -2.26361673276728 garden
8 1 8 NP M 61.61 tele_size 94.4940716635657 5.03435908309972 garden
8 1 9 NP F 67.75 tele_size 75.56594834337 1.50169822981242 garden
8 2 1 NP F 54.76 tele_size 53.6070644565099 -1.86174463296509 garden
8 2 10 NP M 56.9 tele_size 60.2829864515536 -3.51151572878097 garden
8 2 11 NP M 58.85 tele_size 63.6640972516322 -1.47729636774482 garden
8 2 2 NP F 65.91 tele_size 44.1677274462417 -3.51223983254853 garden
8 2 3 NP F 55.23 tele_size 64.929273276013 -4.63312679580059 garden
8 2 4 NP F 60.52 tele_size 62.1069723259255 -1.84652744345924 garden
8 2 5 NP M 54.62 tele_size 74.9181176893251 0.399234994072236 garden
8 2 6 NP M 56 tele_size 94.5434885042847 -2.27429244905604 garden
8 2 8 NP M 56.16 tele_size 69.869020615837 1.63920788549763 garden
8 2 9 NP F 57.81 tele_size 61.5601411930331 0.153891089784553 garden
9 1 1 NP F 51.2 tele_size 47.4918907307912 -3.31519160573906 garden
9 1 10 NP M 50.61 tele_size 71.35157284476 -0.699157592442922 garden
9 1 11 NP F 55.6 tele_size 85.7100452656234 -3.13944593151058 garden
9 1 12 NP F 53.4 tele_size 63.2038375332197 -3.28212545534355 garden
9 1 13 NP M 49.54 tele_size 69.2657399677029 -2.94551882173602 garden
9 1 15 NP F 64.86 tele_size 76.2030944233304 -1.60949356695647 garden
9 1 16 NP M 49.8 tele_size 64.0673296236307 -2.25069794516272 garden
9 1 3 NP M 56.38 tele_size 58.8072648393276 -4.31395778259219 garden
9 1 4 NP F 62.56 tele_size 65.9992340616946 -0.0241171525077258 garden
9 1 6 NP F 54.85 tele_size 75.521484140695 -1.65984599636387 garden
9 1 7 NP M 56.7 tele_size 89.0741259257831 -0.633085028691138 garden
9 1 8 NP F 53.54 tele_size 79.7991536130483 1.5068342648768 garden
9 1 9 NP M 50.63 tele_size 82.29326415154 -0.905564802832821 garden
9 2 10 NP M 58.86 tele_size 85.6545438707536 1.86018619428005 garden
9 2 13 NP M 69.35 tele_size 68.1646584038424 -3.64411365986992 garden
9 2 14 NP M 71.19 tele_size 79.6365352128182 -1.53517416849175 garden
9 2 15 NP F 64.5 tele_size 82.5605347830223 0.130994280442081 garden
9 2 16 NP F 68.6 tele_size 54.9473087833642 -2.49089532270181 garden
9 2 17 NP F 52.1 tele_size 44.3029929801302 -1.16036571480515 garden
9 2 18 NP F 70.64 tele_size 78.2110282621364 -3.78005255910809 garden
9 2 19 NP M 59.85 tele_size 65.2826762583251 -4.271040290174 garden
9 2 2 NP F 62.09 tele_size 79.2636630904231 -0.61219527671574 garden
9 2 20 NP M 58.73 tele_size 76.6494696682414 -0.195398439202277 garden
9 2 21 NP M 58.63 tele_size 60.9959801662693 -1.71524454391509 garden
9 2 3 NP F 60.41 tele_size 59.5936644501429 -1.99019817348254 garden
9 2 4 NP M 57.55 tele_size 72.9806903429217 -0.237108674807647 garden
9 2 6 NP M 53.5 tele_size 69.5305579897098 -1.50824436519729 garden
9 2 7 NP F 61.96 tele_size 84.3574146925387 2.29027884369147 garden
9 2 8 NP F 61.64 tele_size 85.2548960630851 0.770600494000939 garden
9 2 9 NP M 58.27 tele_size 79.8542196120278 1.26428994868004 garden
10 1 2 P F 63.3 optic_size 186.585667586948 12.166058488371 garden
10 1 3 P F 59.4 optic_size 179.976716219482 13.8809016714928 garden
10 1 4 P M 57.5 optic_size 170.614879263488 8.57424667604105 garden
10 1 5 P F 57.5 optic_size 185.459612505852 23.4189799184052 garden
10 1 6 P F 61.8 optic_size 138.316215087485 -32.9019345685571 garden
10 2 1 P M 57.6 optic_size 187.994875001476 25.7408117845275 garden
11 1 1 P M 55.9 optic_size 126.874185959117 -31.7515565562938 garden
11 1 10 P M 60.5 optic_size 166.967684436459 -1.47586703605439 garden
11 1 11 P M 56.4 optic_size 150.868730356495 -8.82416530642746 garden
11 1 13 P F 60.1 optic_size 141.998847145882 -25.5909818086222 garden
11 1 14 P F 49.5 optic_size 96.7816860887605 -48.1844961385082 garden
11 1 15 P F 48.2 optic_size 122.336970359625 -19.8546136841144 garden
11 1 17 P F 61.9 optic_size 129.604298864831 -41.8272814207129 garden
11 1 18 P M 51.5 optic_size 144.992342378432 -4.24245243888087 garden
11 1 19 P M 47.1 optic_size 130.93750192404 -8.90634519517582 garden
11 1 2 P M 51.9 optic_size 124.032957421001 -26.0555599143208 garden
11 1 20 P M 50.3 optic_size 144.099893971612 -2.57373329167487 garden
11 1 22 P F 49 optic_size 135.919714013959 -7.97931506579864 garden
11 1 3 P F 58.7 optic_size 215.597586334027 50.9957861925539 garden
11 1 4 P M 58.8 optic_size 141.914647723196 -22.9005830477792 garden
11 1 6 P F 57.1 optic_size 169.285399225845 8.09848915640722 garden
11 1 8 P F 51.6 optic_size 93.901730036199 -55.5464954106163 garden
11 1 9 P F 70.9 optic_size 150.431293887198 -40.2090430535466 garden
12 1 1 P F 54.5 optic_size 131.788272237935 -23.8494414644453 garden
12 1 2 P M 56.7 optic_size 147.071845868367 -13.2613416830615 garden
12 1 3 P F 56.7 optic_size 125.552102012628 -34.7810855388012 garden
12 1 4 P F 62.1 optic_size 172.544161938131 0.685720393582668 garden
12 1 5 P NA 62.1 optic_size 176.057212995492 4.19877145094307 garden
12 1 6 P F 57.1 optic_size 143.143223769527 -18.0436862999106 garden
12 1 9 P F 61.3 optic_size 152.474400682251 -17.6765958262799 garden
12 2 1 P M 50.9 optic_size 177.001972540972 29.0477615006719 garden
12 2 2 P F 59.6 optic_size 158.216427186236 -8.30624862075748 garden
12 2 3 P M 61.2 optic_size 156.844942139695 -13.0926237393337 garden
13 1 1 P F 64.8 optic_size 148.436064491942 -29.1850040491664 garden
13 1 2 P M 67.1 optic_size 246.705398383505 64.1754253638449 garden
13 1 3 P F 69.9 optic_size 140.198738020623 -48.3072926250991 garden
13 1 4 P F 64.2 optic_size 156.049540860693 -20.2909439034024 garden
13 1 5 P F 43.34 optic_size 103.086086033639 -28.732769416293 garden
13 1 6 P F 70.75 optic_size 147.844974131387 -42.4752168651041 garden
13 2 7 P M 56.66 optic_size 148.388345791835 -11.8594695077928 garden
13 2 8 P M 62.35 optic_size 178.477790121179 6.08577200287429 garden
13 2 9 P F 56.9 optic_size 151.276747407218 -9.48330140321549 garden
5 1 1 NP M 48.8 optic_size 133.779487165365 -9.69268065538777 garden
5 1 11 NP F 60.2 optic_size 192.692727000584 24.889467416577 garden
5 1 12 NP F 53 optic_size 146.869456555323 -5.56679770452366 garden
5 1 13 NP F 46.7 optic_size 137.341049670216 -1.64907493099016 garden
5 1 14 NP M 49 optic_size 188.246226465103 44.3471973853451 garden
5 1 15 NP F 54.6 optic_size 160.351195270456 4.50005093857362 garden
5 1 16 NP F 56.3 optic_size 129.479352968358 -30.0001120650619 garden
5 1 17 NP F 66.3 optic_size 190.52853447748 9.7060064938379 garden
5 1 18 NP F 57.9 optic_size 143.067877708005 -19.82647739745 garden
5 1 19 NP M 56.1 optic_size 174.621616017254 15.5690122428383 garden
5 1 2 NP F 48.6 optic_size 147.473109689174 4.42780312742508 garden
5 1 2 NP F 48.6 optic_size 147.473109689174 4.42780312742508 garden
5 1 20 NP F 65.3 optic_size 183.134794061566 4.44657237294584 garden
5 1 22 NP F 48.9 optic_size 104.150079651809 -39.5355187984465 garden
5 1 3 NP M 52 optic_size 151.936685159624 1.63473719480005 garden
5 1 3 NP M 52 optic_size 151.936685159624 1.63473719480005 garden
5 1 4 NP M 52.2 optic_size 202.944289064336 52.215479840507 garden
5 1 4 NP M 52.2 optic_size 202.944289064336 52.215479840507 garden
5 1 5 NP F 55.2 optic_size 164.070325423118 6.93859731422278 garden
5 1 6 NP M 50.2 optic_size 211.232836045744 64.7726394119594 garden
5 1 7 NP F 55.9 optic_size 211.794958430286 53.1692159148747 garden
5 1 8 NP M 49.7 optic_size 147.307301926913 1.91425844063987 garden
5 1 9 NP M 58 optic_size 183.976601962904 20.8688162279463 garden
5 2 1 NP F 58.53 optic_size 149.521442965958 -14.7175251053618 garden
5 2 10 NP F 62.04 optic_size 185.41505453401 13.6846713671625 garden
5 2 11 NP F 59.98 optic_size 153.550895280013 -13.782816919089 garden
5 2 12 NP M 59.56 optic_size 220.093230780832 53.6559272256397 garden
5 2 13 NP F 54.77 optic_size 214.806516139873 58.5925397378372 garden
5 2 14 NP F 59.14 optic_size 200.220427786342 34.6795328750586 garden
5 2 15 NP M 55.28 optic_size 171.292421682806 13.9899490703092 garden
5 2 16 NP M 59.78 optic_size 223.006985763654 56.1001348235564 garden
5 2 17 NP M 58.51 optic_size 184.806751639421 20.6104696940023 garden
5 2 18 NP M 62.19 optic_size 187.72805690683 15.6775277957296 garden
5 2 19 NP F 57.33 optic_size 185.96017710785 24.2823765905575 garden
5 2 2 NP M 52.95 optic_size 181.199277036269 28.8697380911738 garden
5 2 20 NP F 51.11 optic_size 202.613945451155 54.2115300889001 garden
5 2 21 NP F 55.83 optic_size 191.643963293195 33.1676222184351 garden
5 2 22 NP F 56.72 optic_size 226.128886160226 65.7530124828969 garden
5 2 23 NP F 56.72 optic_size 173.453029584487 13.0771559071582 garden
5 2 24 NP F 56.62 optic_size 160.230817084611 0.0683740367842123 garden
5 2 25 NP F 62.05 optic_size 222.536917204921 50.7851909751234 garden
5 2 3 NP F 48.01 optic_size 140.096724783825 -1.68934106386063 garden
5 2 4 NP M 54.93 optic_size 162.577945542252 6.02248013301294 garden
5 2 6 NP M 62.49 optic_size 194.604283419811 21.9134624202035 garden
6 1 1 NP F 59.3 optic_size 174.295500693378 8.41311677489143 garden
6 2 1 NP M 58 optic_size 212.170543562018 49.06275782706 garden
6 2 10 NP M 54.8 optic_size 134.300784045323 -21.9772215455639 garden
6 2 11 NP M 53.1 optic_size 177.566087727747 24.9164028383981 garden
6 2 12 NP M 58.8 optic_size 208.361083376133 43.5458526051578 garden
6 2 13 NP F 57.4 optic_size 223.144868612758 61.3176666548133 garden
6 2 14 NP M 55.8 optic_size 210.245598156539 51.83328627063 garden
6 2 15 NP M 60.3 optic_size 153.531298187596 -14.4853920259131 garden
6 2 15 NP M 60.3 optic_size 153.531298187596 -14.4853920259131 garden
6 2 2 NP F 58.6 optic_size 200.672329347204 36.2839598352335 garden
6 2 3 NP M 54 optic_size 230.671440589831 76.1008800349618 garden
6 2 7 NP F 60.1 optic_size 247.271466400778 79.6816374462735 garden
6 2 9 NP F 62.2 optic_size 280.552077947202 108.480205773151 garden
7 1 10 P M 50.4 optic_size 127.358373007216 -19.5286848855722 garden
7 1 11 P M 53.66 optic_size 106.671756181631 -47.1731402329303 garden
7 1 12 P F 54.35 optic_size 145.539651206358 -9.77791655176899 garden
7 1 13 P F 62.19 optic_size 161.624201159462 -10.426327951639 garden
7 1 14 P F 64.59 optic_size 166.354439849555 -10.818424369599 garden
7 1 15 P F 48.38 optic_size 108.338838976705 -34.2369202001387 garden
7 1 16 P F 48.32 optic_size 89.9656273654285 -52.482073433714 garden
7 1 19 P M 43.08 optic_size 103.75934408185 -27.5045917313759 garden
7 1 20 P F 51.79 optic_size 133.340820193941 -16.5129234489282 garden
7 1 21 P F 45.46 optic_size 113.364899059097 -22.9786857362819 garden
7 1 22 P M 44.84 optic_size 136.716116724091 1.69580183162544 garden
