pond cross id treatment sex sl bd region size
7 6 83 P F 38.06 7.45 total_size 158.127808400466
7 6 84 P F 42.17 8.37 total_size 188.012211659331
7 6 85 P F 45.45 9.07 total_size 215.496990004041
7 6 93 P F 39.14 7.9 total_size 166.15190225881
7 6 94 P M 37.67 7.24 total_size 145.449397205373
7 6 95 P F 40.19 7.85 total_size 135.281630587018
7 6 96 P F 43.85 9.27 total_size 205.641136779155
7 6 97 P F 38.84 7.47 total_size 138.31993680437
7 6 98 P F 39.64 7.93 total_size 154.370903133144
7 6 99 P M 51.05 10.19 total_size 223.372260040598
8 4 51 NP M 30.37 5.6 total_size 83.2557029591677
8 4 52 NP M 36.1 6.56 total_size 140.088196828439
8 4 58 NP M 37.42 7.8 total_size 130.073606897979
8 4 63 NP M 35.71 6.43 total_size 119.185798255024
8 4 64 NP F 32.1 5.64 total_size 119.411384953185
8 4 66 NP M 32.58 6.14 total_size 120.366112904129
8 4 69 NP F 37.47 7.3 total_size 133.282790093882
8 4 73 NP M 41.37 7.95 total_size 164.2813322225
8 4 74 NP F 31.37 5.88 total_size 79.2699020480797
8 4 75 NP F 32.02 6.36 total_size 118.449365398265
8 4 83 NP F 40.91 7.62 total_size 183.814138525104
8 4 84 NP F 35.25 7.45 total_size 168.685668365992
8 4 86 NP F 37.69 7.33 total_size 221.831314073051
8 4 87 NP F 40.69 7.51 total_size 184.908549431544
8 4 90 NP F 40.23 7.7 total_size 212.850464139579
8 4 91 NP M 43.72 8.75 total_size 190.758917100101
8 4 92 NP M 39.09 7.34 total_size 181.275996217981
8 4 93 NP F 37.65 6.92 total_size 196.368329907908
8 4 96 NP M 40.04 7.44 total_size 164.258481037077
8 4 97 NP F 40.54 7.89 total_size 187.073588910238
8 4 98 NP M 37.59 7.52 total_size 172.042090396087
9 7 51 NP F 34.14 6.82 total_size 111.215019052997
9 7 52 NP M 38.05 7.27 total_size 128.507488336693
9 7 55 NP M 34.64 6.68 total_size 137.374113386952
9 7 57 NP M 32.8 6.88 total_size 118.580576274675
9 7 76 NP M 36.2 7.35 total_size 128.718061025434
9 7 77 NP F 37.27 7.32 total_size 143.306293767607
9 7 78 NP F 52.4 10.38 total_size 185.985261427264
9 7 79 NP M 48 9.12 total_size 167.3534810523
9 7 80 NP M 50.79 10.02 total_size 148.989594522418
9 7 83 NP M 41.34 8.52 total_size 184.621390831845
9 7 87 NP F 54.05 11.37 total_size 246.298271393015
9 7 88 NP M 44.51 8.9 total_size 183.03028200439
9 7 89 NP M 47.66 10.01 total_size 164.512592839881
9 7 91 NP F 48.17 10.28 total_size 167.514865406126
9 7 92 NP F 60.53 13.18 total_size 275.354445165402
9 7 94 NP F 51.8 11.4 total_size 244.73439838921
9 7 95 NP F 55.24 11.47 total_size 210.719909203933
9 7 96 NP F 50.54 10.81 total_size 180.367050540435
9 7 98 NP F 35.26 7.18 total_size 138.681367533997
9 7 100 NP M 37.05 7.09 total_size 125.261622772578
